method,K,dseed,init_seed,eps,recall,precision,f1,soft_error,n_found,n_hits,n_correct,nfe
b10,6,3,0,3.0,1.0,0.897716894977169,0.9461020211742059,1.0861518693874896,1095,6,983,2020000
v3f2,6,3,1,1.0,0.3333333333333333,0.25,0.28571428571428575,1.8421605475886749,8,2,2,18140
v3f2,6,3,1,1.5,0.5,0.375,0.42857142857142855,1.8421605475886749,8,3,3,18140
v3f2,6,3,1,2.0,0.6666666666666666,0.5,0.5714285714285715,1.8421605475886749,8,4,4,18140
v3f2,6,3,1,2.5,0.6666666666666666,0.5,0.5714285714285715,1.8421605475886749,8,4,4,18140
v3f2,6,3,1,3.0,0.6666666666666666,0.5,0.5714285714285715,1.8421605475886749,8,4,4,18140
b0,6,3,1,1.0,0.3333333333333333,0.004939626783754116,0.009734991887506761,1.3636998205627362,1822,2,9,2000000
b0,6,3,1,1.5,0.5,0.07793633369923161,0.13485280151946819,1.3636998205627362,1822,3,142,2000000
b0,6,3,1,2.0,0.8333333333333334,0.34851811196487376,0.49148606811145507,1.3636998205627362,1822,5,635,2000000
b0,6,3,1,2.5,1.0,0.6256860592755215,0.7697501688048617,1.3636998205627362,1822,6,1140,2000000
b0,6,3,1,3.0,1.0,0.7903402854006586,0.8828939301042305,1.3636998205627362,1822,6,1440,2000000
b10,6,3,1,1.0,0.5,0.17752007136485282,0.2620144832126399,1.0651760753696498,1121,3,199,2020000
b10,6,3,1,1.5,0.8333333333333334,0.36752899197145406,0.5100903800916181,1.0651760753696498,1121,5,412,2020000
b10,6,3,1,2.0,1.0,0.5227475468331847,0.6865846514352665,1.0651760753696498,1121,6,586,2020000
b10,6,3,1,2.5,1.0,0.7430865298840321,0.8526100307062436,1.0651760753696498,1121,6,833,2020000
b10,6,3,1,3.0,1.0,0.8991971454058876,0.9469234382339127,1.0651760753696498,1121,6,1008,2020000
v3f2,6,3,2,1.0,0.3333333333333333,0.25,0.28571428571428575,1.8876669931919168,8,2,2,18350
v3f2,6,3,2,1.5,0.5,0.375,0.42857142857142855,1.8876669931919168,8,3,3,18350
v3f2,6,3,2,2.0,0.6666666666666666,0.5,0.5714285714285715,1.8876669931919168,8,4,4,18350
v3f2,6,3,2,2.5,0.6666666666666666,0.5,0.5714285714285715,1.8876669931919168,8,4,4,18350
v3f2,6,3,2,3.0,0.6666666666666666,0.5,0.5714285714285715,1.8876669931919168,8,4,4,18350
b0,6,3,2,1.0,0.16666666666666666,0.003215434083601286,0.006309148264984228,1.3070143402521515,1866,1,6,2000000
b0,6,3,2,1.5,0.8333333333333334,0.07181136120042872,0.1322281428853365,1.3070143402521515,1866,5,134,2000000
b0,6,3,2,2.0,0.8333333333333334,0.3327974276527331,0.4756433823529412,1.3070143402521515,1866,5,621,2000000
b0,6,3,2,2.5,1.0,0.6168274383708467,0.7630096121975473,1.3070143402521515,1866,6,1151,2000000
b0,6,3,2,3.0,1.0,0.7845659163987139,0.8792792792792793,1.3070143402521515,1866,6,1464,2000000
b10,6,3,2,1.0,0.5,0.1771117166212534,0.26156941649899396,1.117830572799424,1101,3,195,2020000
b10,6,3,2,1.5,0.8333333333333334,0.3614895549500454,0.5042442670720892,1.117830572799424,1101,5,398,2020000
b10,6,3,2,2.0,0.8333333333333334,0.5140781108083561,0.6358836085833053,1.117830572799424,1101,5,566,2020000
b10,6,3,2,2.5,1.0,0.7420526793823796,0.8519290928050052,1.117830572799424,1101,6,817,2020000
b10,6,3,2,3.0,1.0,0.896457765667575,0.9454022988505747,1.117830572799424,1101,6,987,2020000
v3f2,6,4,0,1.0,0.5,0.42857142857142855,0.4615384615384615,1.4234933940122705,7,3,3,20350
v3f2,6,4,0,1.5,0.6666666666666666,0.5714285714285714,0.6153846153846153,1.4234933940122705,7,4,4,20350
v3f2,6,4,0,2.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,1.4234933940122705,7,5,5,20350
v3f2,6,4,0,2.5,0.8333333333333334,0.7142857142857143,0.7692307692307692,1.4234933940122705,7,5,5,20350
v3f2,6,4,0,3.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,1.4234933940122705,7,5,5,20350
b0,6,4,0,1.0,0.5,0.0020100502512562816,0.004004004004004004,1.3617857879483255,1990,3,4,2000000
b0,6,4,0,1.5,0.6666666666666666,0.011055276381909548,0.0217498764211567,1.3617857879483255,1990,4,22,2000000
b0,6,4,0,2.0,0.6666666666666666,0.07889447236180905,0.14109188946304202,1.3617857879483255,1990,4,157,2000000
b0,6,4,0,2.5,1.0,0.21959798994974875,0.3601153687680264,1.3617857879483255,1990,6,437,2000000
b0,6,4,0,3.0,1.0,0.39798994974874374,0.5693745506829619,1.3617857879483255,1990,6,792,2000000
b10,6,4,0,1.0,0.5,0.016866158868335146,0.032631578947368414,1.055819260146337,1838,3,31,2020000
b10,6,4,0,1.5,0.8333333333333334,0.11099020674646355,0.19589014787785672,1.055819260146337,1838,5,204,2020000
b10,6,4,0,2.0,1.0,0.2529923830250272,0.40382110290924883,1.055819260146337,1838,6,465,2020000
b10,6,4,0,2.5,1.0,0.4423286180631121,0.6133534515277254,1.055819260146337,1838,6,813,2020000
b10,6,4,0,3.0,1.0,0.676822633297062,0.8072680077871512,1.055819260146337,1838,6,1244,2020000
v3f2,6,4,1,1.0,0.5,0.5,0.5,1.4542491427168445,6,3,3,20200
v3f2,6,4,1,1.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.4542491427168445,6,4,4,20200
v3f2,6,4,1,2.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.4542491427168445,6,5,5,20200
v3f2,6,4,1,2.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.4542491427168445,6,5,5,20200
v3f2,6,4,1,3.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.4542491427168445,6,5,5,20200
b0,6,4,1,1.0,0.16666666666666666,0.000502008032128514,0.0010010010010010008,1.5656309673525908,1992,1,1,2000000
b0,6,4,1,1.5,0.5,0.015562248995983935,0.03018500486854917,1.5656309673525908,1992,3,31,2000000
b0,6,4,1,2.0,0.8333333333333334,0.0818273092369478,0.1490217590053026,1.5656309673525908,1992,5,163,2000000
b0,6,4,1,2.5,1.0,0.21686746987951808,0.3564356435643564,1.5656309673525908,1992,6,432,2000000
b0,6,4,1,3.0,1.0,0.41767068273092367,0.5892351274787536,1.5656309673525908,1992,6,832,2000000
b10,6,4,1,1.0,0.6666666666666666,0.013970983342289092,0.027368421052631577,1.1185734423243112,1861,4,26,2020000
b10,6,4,1,1.5,0.6666666666666666,0.11069317571198281,0.18986175115207374,1.1185734423243112,1861,4,206,2020000
b10,6,4,1,2.0,1.0,0.2568511552928533,0.4087216759298845,1.1185734423243112,1861,6,478,2020000
b10,6,4,1,2.5,1.0,0.44331004836109617,0.6142963514519731,1.1185734423243112,1861,6,825,2020000
b10,6,4,1,3.0,1.0,0.677055346587856,0.8074335148990709,1.1185734423243112,1861,6,1260,2020000
v3f2,6,4,2,1.0,0.5,0.5,0.5,1.453252088784067,6,3,3,20180
v3f2,6,4,2,1.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.453252088784067,6,4,4,20180
v3f2,6,4,2,2.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.453252088784067,6,5,5,20180
v3f2,6,4,2,2.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.453252088784067,6,5,5,20180
v3f2,6,4,2,3.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.453252088784067,6,5,5,20180
b0,6,4,2,1.0,0.16666666666666666,0.000500751126690035,0.0009985022466300548,1.4006215133362216,1997,1,1,2000000
b0,6,4,2,1.5,0.6666666666666666,0.007511266900350526,0.014855162168853676,1.4006215133362216,1997,4,15,2000000
b0,6,4,2,2.0,0.8333333333333334,0.06309464196294441,0.11730751326692114,1.4006215133362216,1997,5,126,2000000
b0,6,4,2,2.5,1.0,0.20180270405608414,0.3358333333333334,1.4006215133362216,1997,6,403,2000000
b0,6,4,2,3.0,1.0,0.4036054081121683,0.5750981091687478,1.4006215133362216,1997,6,806,2000000
b10,6,4,2,1.0,0.5,0.015184381778741865,0.02947368421052632,1.148632761375435,1844,3,28,2020000
b10,6,4,2,1.5,0.6666666666666666,0.10954446854663774,0.1881695388914765,1.148632761375435,1844,4,202,2020000
b10,6,4,2,2.0,1.0,0.24023861171366595,0.38740708351552255,1.148632761375435,1844,6,443,2020000
b10,6,4,2,2.5,1.0,0.4300433839479393,0.6014410314751613,1.148632761375435,1844,6,793,2020000
b10,6,4,2,3.0,1.0,0.6838394793926247,0.8122383252818036,1.148632761375435,1844,6,1261,2020000
v3f2,7,0,0,1.0,0.2857142857142857,0.3333333333333333,0.30769230769230765,3.672280237363144,6,2,2,19250
v3f2,7,0,0,1.5,0.5714285714285714,0.6666666666666666,0.6153846153846153,3.672280237363144,6,4,4,19250
v3f2,7,0,0,2.0,0.7142857142857143,0.8333333333333334,0.7692307692307692,3.672280237363144,6,5,5,19250
v3f2,7,0,0,2.5,0.7142857142857143,0.8333333333333334,0.7692307692307692,3.672280237363144,6,5,5,19250
v3f2,7,0,0,3.0,0.8571428571428571,1.0,0.923076923076923,3.672280237363144,6,6,6,19250
b0,7,0,0,1.0,0.42857142857142855,0.001519756838905775,0.003028773346794548,1.3704835332152971,1974,3,3,2000000
b0,7,0,0,1.5,0.5714285714285714,0.017223910840932118,0.03343988197688714,1.3704835332152971,1974,4,34,2000000
b0,7,0,0,2.0,0.8571428571428571,0.11448834853090173,0.20199612691792046,1.3704835332152971,1974,6,226,2000000
b0,7,0,0,2.5,1.0,0.389564336372847,0.5606999635435654,1.3704835332152971,1974,7,769,2000000
b0,7,0,0,3.0,1.0,0.6838905775075987,0.8122743682310469,1.3704835332152971,1974,7,1350,2000000
b10,7,0,0,1.0,0.42857142857142855,0.008944543828264758,0.017523364485981307,1.1084566257937318,1677,3,15,2020000
b10,7,0,0,1.5,0.8571428571428571,0.19797257006559332,0.3216534797351849,1.1084566257937318,1677,6,332,2020000
b10,7,0,0,2.0,0.8571428571428571,0.6153846153846154,0.7164179104477612,1.1084566257937318,1677,6,1032,2020000
b10,7,0,0,2.5,1.0,0.874180083482409,0.9328666878778238,1.1084566257937318,1677,7,1466,2020000
b10,7,0,0,3.0,1.0,0.9534883720930233,0.9761904761904763,1.1084566257937318,1677,7,1599,2020000
v3f2,7,0,1,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.7985374929353826,7,2,2,20170
v3f2,7,0,1,1.5,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.7985374929353826,7,4,4,20170
v3f2,7,0,1,2.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.7985374929353826,7,5,5,20170
v3f2,7,0,1,2.5,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.7985374929353826,7,5,5,20170
v3f2,7,0,1,3.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.7985374929353826,7,6,6,20170
b0,7,0,1,1.0,0.2857142857142857,0.00101010101010101,0.0020130850528434826,1.3555299514103314,1980,2,2,2000000
b0,7,0,1,1.5,0.7142857142857143,0.02070707070707071,0.04024737410425052,1.3555299514103314,1980,5,41,2000000
b0,7,0,1,2.0,0.8571428571428571,0.1388888888888889,0.2390438247011952,1.3555299514103314,1980,6,275,2000000
b0,7,0,1,2.5,0.8571428571428571,0.4166666666666667,0.5607476635514019,1.3555299514103314,1980,6,825,2000000
b0,7,0,1,3.0,1.0,0.6909090909090909,0.8172043010752689,1.3555299514103314,1980,7,1368,2000000
b10,7,0,1,1.0,0.42857142857142855,0.010650887573964497,0.020785219399538105,1.3161538251181093,1690,3,18,2020000
b10,7,0,1,1.5,0.8571428571428571,0.1804733727810651,0.29816700610997965,1.3161538251181093,1690,6,305,2020000
b10,7,0,1,2.0,0.8571428571428571,0.6035502958579881,0.7083333333333333,1.3161538251181093,1690,6,1020,2020000
b10,7,0,1,2.5,0.8571428571428571,0.8502958579881656,0.8537056289915343,1.3161538251181093,1690,6,1437,2020000
b10,7,0,1,3.0,1.0,0.9355029585798816,0.9666768572302048,1.3161538251181093,1690,7,1581,2020000
v3f2,7,0,2,1.0,0.2857142857142857,0.25,0.26666666666666666,1.7951798284774916,8,2,2,19810
v3f2,7,0,2,1.5,0.5714285714285714,0.5,0.5333333333333333,1.7951798284774916,8,4,4,19810
v3f2,7,0,2,2.0,0.7142857142857143,0.625,0.6666666666666666,1.7951798284774916,8,5,5,19810
v3f2,7,0,2,2.5,0.7142857142857143,0.625,0.6666666666666666,1.7951798284774916,8,5,5,19810
v3f2,7,0,2,3.0,0.8571428571428571,0.75,0.7999999999999999,1.7951798284774916,8,6,6,19810
b0,7,0,2,1.0,0.42857142857142855,0.0015120967741935483,0.003013561024610748,1.2894701708501972,1984,3,3,2000000
b0,7,0,2,1.5,0.7142857142857143,0.014112903225806451,0.027678924476077497,1.2894701708501972,1984,5,28,2000000
b0,7,0,2,2.0,0.8571428571428571,0.12903225806451613,0.22429906542056074,1.2894701708501972,1984,6,256,2000000
b0,7,0,2,2.5,1.0,0.3800403225806452,0.5507669831994156,1.2894701708501972,1984,7,754,2000000
b0,7,0,2,3.0,1.0,0.671875,0.8037383177570093,1.2894701708501972,1984,7,1333,2000000
b10,7,0,2,1.0,0.7142857142857143,0.012338425381903642,0.02425782603673328,0.967076208131947,1702,5,21,2020000
b10,7,0,2,1.5,0.8571428571428571,0.172737955346651,0.2875305623471883,0.967076208131947,1702,6,294,2020000
b10,7,0,2,2.0,1.0,0.6057579318448884,0.7544822539334064,0.967076208131947,1702,7,1031,2020000
b10,7,0,2,2.5,1.0,0.8625146886016452,0.9261829652996846,0.967076208131947,1702,7,1468,2020000
b10,7,0,2,3.0,1.0,0.9506462984723855,0.974698795180723,0.967076208131947,1702,7,1618,2020000
v3f2,7,1,0,1.0,0.42857142857142855,0.3333333333333333,0.375,1.1250267263958642,9,3,3,17610
v3f2,7,1,0,1.5,0.7142857142857143,0.6666666666666666,0.689655172413793,1.1250267263958642,9,5,6,17610
v3f2,7,1,0,2.0,1.0,1.0,1.0,1.1250267263958642,9,7,9,17610
v3f2,7,1,0,2.5,1.0,1.0,1.0,1.1250267263958642,9,7,9,17610
v3f2,7,1,0,3.0,1.0,1.0,1.0,1.1250267263958642,9,7,9,17610
b0,7,1,0,1.0,0.2857142857142857,0.00887409872434831,0.01721355567509414,1.1455769782061773,1803,2,16,2000000
b0,7,1,0,1.5,0.8571428571428571,0.1386577925679423,0.23870146403564607,1.1455769782061773,1803,6,250,2000000
b0,7,1,0,2.0,1.0,0.43205768164170827,0.6034082106893881,1.1455769782061773,1803,7,779,2000000
b0,7,1,0,2.5,1.0,0.6528008874098724,0.7899328859060403,1.1455769782061773,1803,7,1177,2000000
b0,7,1,0,3.0,1.0,0.8036605657237936,0.8911439114391143,1.1455769782061773,1803,7,1449,2000000
b10,7,1,0,1.0,0.5714285714285714,0.17004830917874397,0.2620997766195086,0.7961698082979163,1035,4,176,2020000
b10,7,1,0,1.5,1.0,0.3526570048309179,0.5214285714285715,0.7961698082979163,1035,7,365,2020000
b10,7,1,0,2.0,1.0,0.5951690821256038,0.746214415505754,0.7961698082979163,1035,7,616,2020000
b10,7,1,0,2.5,1.0,0.81256038647343,0.896588486140725,0.7961698082979163,1035,7,841,2020000
b10,7,1,0,3.0,1.0,0.936231884057971,0.967065868263473,0.7961698082979163,1035,7,969,2020000
v3f2,7,1,1,1.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.1368521524148036,7,3,3,18070
v3f2,7,1,1,1.5,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.1368521524148036,7,5,5,18070
v3f2,7,1,1,2.0,1.0,1.0,1.0,1.1368521524148036,7,7,7,18070
v3f2,7,1,1,2.5,1.0,1.0,1.0,1.1368521524148036,7,7,7,18070
v3f2,7,1,1,3.0,1.0,1.0,1.0,1.1368521524148036,7,7,7,18070
b0,7,1,1,1.0,0.2857142857142857,0.011804384485666104,0.022672064777327933,1.2092027140334594,1779,2,21,2000000
b0,7,1,1,1.5,1.0,0.14109050028105677,0.24729064039408866,1.2092027140334594,1779,7,251,2000000
b0,7,1,1,2.0,1.0,0.43226531759415404,0.6036106750392465,1.2092027140334594,1779,7,769,2000000
b0,7,1,1,2.5,1.0,0.6700393479482856,0.8024234264557388,1.2092027140334594,1779,7,1192,2000000
b0,7,1,1,3.0,1.0,0.806070826306914,0.8926237161531279,1.2092027140334594,1779,7,1434,2000000
b10,7,1,1,1.0,0.7142857142857143,0.17420596727622714,0.280099040544723,0.8375198263376601,1039,5,181,2020000
b10,7,1,1,1.5,1.0,0.3272377285851781,0.49311094996374183,0.8375198263376601,1039,7,340,2020000
b10,7,1,1,2.0,1.0,0.5707410972088547,0.7267156862745098,0.8375198263376601,1039,7,593,2020000
b10,7,1,1,2.5,1.0,0.7921077959576516,0.8839957035445758,0.8375198263376601,1039,7,823,2020000
b10,7,1,1,3.0,1.0,0.9066410009624639,0.9510348308934882,0.8375198263376601,1039,7,942,2020000
v3f2,7,1,2,1.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.1378128241102359,7,3,3,18140
v3f2,7,1,2,1.5,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.1378128241102359,7,5,5,18140
v3f2,7,1,2,2.0,1.0,1.0,1.0,1.1378128241102359,7,7,7,18140
v3f2,7,1,2,2.5,1.0,1.0,1.0,1.1378128241102359,7,7,7,18140
v3f2,7,1,2,3.0,1.0,1.0,1.0,1.1378128241102359,7,7,7,18140
b0,7,1,2,1.0,0.2857142857142857,0.008839779005524863,0.017148981779206863,1.1679446258960884,1810,2,16,2000000
b0,7,1,2,1.5,0.8571428571428571,0.13646408839779006,0.23544364127412823,1.1679446258960884,1810,6,247,2000000
b0,7,1,2,2.0,1.0,0.4287292817679558,0.60015467904099,1.1679446258960884,1810,7,776,2000000
b0,7,1,2,2.5,1.0,0.6629834254143646,0.7973421926910298,1.1679446258960884,1810,7,1200,2000000
b0,7,1,2,3.0,1.0,0.8187845303867404,0.9003645200486028,1.1679446258960884,1810,7,1482,2000000
b10,7,1,2,1.0,0.7142857142857143,0.16861598440545808,0.27282762971140195,0.7853735541666246,1026,5,173,2020000
b10,7,1,2,1.5,1.0,0.3469785575048733,0.5151953690303906,0.7853735541666246,1026,7,356,2020000
b10,7,1,2,2.0,1.0,0.6033138401559455,0.7525835866261399,0.7853735541666246,1026,7,619,2020000
b10,7,1,2,2.5,1.0,0.7962962962962963,0.8865979381443299,0.7853735541666246,1026,7,817,2020000
b10,7,1,2,3.0,1.0,0.9035087719298246,0.9493087557603688,0.7853735541666246,1026,7,927,2020000
v3f2,7,2,0,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.7477227844888035,7,1,1,20870
v3f2,7,2,0,1.5,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.7477227844888035,7,4,4,20870
v3f2,7,2,0,2.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.7477227844888035,7,5,5,20870
v3f2,7,2,0,2.5,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.7477227844888035,7,6,6,20870
v3f2,7,2,0,3.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.7477227844888035,7,6,6,20870
b0,7,2,0,1.0,0.0,0.0,0.0,1.429517790768388,1996,0,0,2000000
b0,7,2,0,1.5,0.5714285714285714,0.009519038076152305,0.01872613034372305,1.429517790768388,1996,4,19,2000000
b0,7,2,0,2.0,1.0,0.057615230460921846,0.10895310279488395,1.429517790768388,1996,7,115,2000000
b0,7,2,0,2.5,1.0,0.17935871743486975,0.30416312659303313,1.429517790768388,1996,7,358,2000000
b0,7,2,0,3.0,1.0,0.3862725450901804,0.5572822551499819,1.429517790768388,1996,7,771,2000000
b10,7,2,0,1.0,0.5714285714285714,0.0046559751681324365,0.009236690186016677,1.1361171638715766,1933,4,9,2020000
b10,7,2,0,1.5,0.7142857142857143,0.07087428867046043,0.12895331325301207,1.1361171638715766,1933,5,137,2020000
b10,7,2,0,2.0,1.0,0.28711846870150026,0.44614147909967844,1.1361171638715766,1933,7,555,2020000
b10,7,2,0,2.5,1.0,0.5318158303155717,0.6943600135089496,1.1361171638715766,1933,7,1028,2020000
b10,7,2,0,3.0,1.0,0.7511639937920331,0.8579025110782865,1.1361171638715766,1933,7,1452,2020000
v3f2,7,2,1,1.0,0.14285714285714285,0.125,0.13333333333333333,1.740840086641777,8,1,1,20940
v3f2,7,2,1,1.5,0.5714285714285714,0.5,0.5333333333333333,1.740840086641777,8,4,4,20940
v3f2,7,2,1,2.0,0.7142857142857143,0.625,0.6666666666666666,1.740840086641777,8,5,5,20940
v3f2,7,2,1,2.5,0.8571428571428571,0.75,0.7999999999999999,1.740840086641777,8,6,6,20940
v3f2,7,2,1,3.0,0.8571428571428571,0.75,0.7999999999999999,1.740840086641777,8,6,6,20940
b0,7,2,1,1.0,0.14285714285714285,0.001001001001001001,0.0019880715705765406,1.4865705929935693,1998,1,2,2000000
b0,7,2,1,1.5,0.42857142857142855,0.007007007007007007,0.013788575180564675,1.4865705929935693,1998,3,14,2000000
b0,7,2,1,2.0,0.8571428571428571,0.06506506506506507,0.12094898433865717,1.4865705929935693,1998,6,130,2000000
b0,7,2,1,2.5,1.0,0.2002002002002002,0.33361134278565474,1.4865705929935693,1998,7,400,2000000
b0,7,2,1,3.0,1.0,0.4124124124124124,0.583982990786676,1.4865705929935693,1998,7,824,2000000
b10,7,2,1,1.0,0.2857142857142857,0.002053388090349076,0.004077471967380225,1.2420479943222615,1948,2,4,2020000
b10,7,2,1,1.5,0.8571428571428571,0.06365503080082136,0.11850907932462568,1.2420479943222615,1948,6,124,2020000
b10,7,2,1,2.0,0.8571428571428571,0.2720739219712526,0.4130406546304715,1.2420479943222615,1948,6,530,2020000
b10,7,2,1,2.5,1.0,0.5215605749486653,0.6855600539811066,1.2420479943222615,1948,7,1016,2020000
b10,7,2,1,3.0,1.0,0.7325462012320328,0.8456296296296296,1.2420479943222615,1948,7,1427,2020000
v3f2,7,2,2,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.7405271387532972,7,1,1,21050
v3f2,7,2,2,1.5,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.7405271387532972,7,4,4,21050
v3f2,7,2,2,2.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.7405271387532972,7,5,5,21050
v3f2,7,2,2,2.5,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.7405271387532972,7,6,6,21050
v3f2,7,2,2,3.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.7405271387532972,7,6,6,21050
b0,7,2,2,1.0,0.0,0.0,0.0,1.3956110813063016,1998,0,0,2000000
b0,7,2,2,1.5,0.7142857142857143,0.008008008008008008,0.015838447832112454,1.3956110813063016,1998,5,16,2000000
b0,7,2,2,2.0,1.0,0.05655655655655656,0.10705826622453815,1.3956110813063016,1998,7,113,2000000
b0,7,2,2,2.5,1.0,0.18468468468468469,0.31178707224334595,1.3956110813063016,1998,7,369,2000000
b0,7,2,2,3.0,1.0,0.4039039039039039,0.5754010695187166,1.3956110813063016,1998,7,807,2000000
b10,7,2,2,1.0,0.5714285714285714,0.0041258380608561115,0.00819252432155658,1.075756723622088,1939,4,8,2020000
b10,7,2,2,1.5,0.8571428571428571,0.06395048994326973,0.11902095664693649,1.075756723622088,1939,6,124,2020000
b10,7,2,2,2.0,1.0,0.259412068076328,0.411957411957412,1.075756723622088,1939,7,503,2020000
b10,7,2,2,2.5,1.0,0.5002578648788035,0.6668958404950155,1.075756723622088,1939,7,970,2020000
b10,7,2,2,3.0,1.0,0.7364620938628159,0.8482328482328483,1.075756723622088,1939,7,1428,2020000
v3f2,7,3,0,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.4890782485828418,7,2,2,18100
v3f2,7,3,0,1.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.4890782485828418,7,3,3,18100
v3f2,7,3,0,2.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.4890782485828418,7,5,5,18100
v3f2,7,3,0,2.5,1.0,1.0,1.0,1.4890782485828418,7,7,7,18100
v3f2,7,3,0,3.0,1.0,1.0,1.0,1.4890782485828418,7,7,7,18100
b0,7,3,0,1.0,0.42857142857142855,0.0036649214659685864,0.007267693372555805,1.2669712205359158,1910,3,7,2000000
b0,7,3,0,1.5,0.7142857142857143,0.07696335078534032,0.1389545325645146,1.2669712205359158,1910,5,147,2000000
b0,7,3,0,2.0,1.0,0.27277486910994764,0.42863019333607566,1.2669712205359158,1910,7,521,2000000
b0,7,3,0,2.5,1.0,0.5523560209424084,0.7116357504215852,1.2669712205359158,1910,7,1055,2000000
b0,7,3,0,3.0,1.0,0.7612565445026178,0.8644470868014269,1.2669712205359158,1910,7,1454,2000000
b10,7,3,0,1.0,0.5714285714285714,0.0693815987933635,0.12373907195696032,0.9007673554962977,1326,4,92,2020000
b10,7,3,0,1.5,0.8571428571428571,0.248868778280543,0.385739333722969,0.9007673554962977,1326,6,330,2020000
b10,7,3,0,2.0,1.0,0.557315233785822,0.7157384987893463,0.9007673554962977,1326,7,739,2020000
b10,7,3,0,2.5,1.0,0.7647058823529411,0.8666666666666666,0.9007673554962977,1326,7,1014,2020000
b10,7,3,0,3.0,1.0,0.8838612368024132,0.9383506805444355,0.9007673554962977,1326,7,1172,2020000
v3f2,7,3,1,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.4906290108941556,7,2,2,18650
v3f2,7,3,1,1.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.4906290108941556,7,3,3,18650
v3f2,7,3,1,2.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.4906290108941556,7,5,5,18650
v3f2,7,3,1,2.5,1.0,1.0,1.0,1.4906290108941556,7,7,7,18650
v3f2,7,3,1,3.0,1.0,1.0,1.0,1.4906290108941556,7,7,7,18650
b0,7,3,1,1.0,0.2857142857142857,0.0052328623757195184,0.010277492291880781,1.1539490144709035,1911,2,10,2000000
b0,7,3,1,1.5,0.7142857142857143,0.07326007326007326,0.132890365448505,1.1539490144709035,1911,5,140,2000000
b0,7,3,1,2.0,1.0,0.28780743066457354,0.4469727752945957,1.1539490144709035,1911,7,550,2000000
b0,7,3,1,2.5,1.0,0.5599162742019885,0.717879906071788,1.1539490144709035,1911,7,1070,2000000
b0,7,3,1,3.0,1.0,0.7702773417059131,0.870233520543896,1.1539490144709035,1911,7,1472,2000000
b10,7,3,1,1.0,0.42857142857142855,0.07009694258016405,0.1204870754112369,0.8768046972073413,1341,3,94,2020000
b10,7,3,1,1.5,1.0,0.23340790454884414,0.37847642079806526,0.8768046972073413,1341,7,313,2020000
b10,7,3,1,2.0,1.0,0.5421327367636093,0.7030947775628628,0.8768046972073413,1341,7,727,2020000
b10,7,3,1,2.5,1.0,0.7539149888143176,0.8596938775510204,0.8768046972073413,1341,7,1011,2020000
b10,7,3,1,3.0,1.0,0.8881431767337807,0.9407582938388624,0.8768046972073413,1341,7,1191,2020000
v3f2,7,3,2,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.4901905754823048,7,2,2,18770
v3f2,7,3,2,1.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.4901905754823048,7,3,3,18770
v3f2,7,3,2,2.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.4901905754823048,7,5,5,18770
v3f2,7,3,2,2.5,1.0,1.0,1.0,1.4901905754823048,7,7,7,18770
v3f2,7,3,2,3.0,1.0,1.0,1.0,1.4901905754823048,7,7,7,18770
b0,7,3,2,1.0,0.2857142857142857,0.004149377593360996,0.0081799591002045,1.1051585840216196,1928,2,8,2000000
