run_name,modes_path,checkpoint,method,r_value,seed,n_samples,k_neighbors,annotation_flag,population_scope,selected_modes,cell_coverage_pct_r0.25,cell_coverage_pct_r0.5,cell_coverage_pct_r0.75,cell_coverage_pct_r1,cell_coverage_pct_r1.5
labeled_b0_n5000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed4.npy,labeled,b0,1.5,4,5000.0,100.0,confident_without_distance,all_cells,1129,0.0011972893369411653,0.3807380091472905,4.511386221594311,16.854840640789252,45.54488637724192
labeled_b0_n5000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed4.npy,labeled,b0,1.5,4,5000.0,100.0,confident_global_distance,labeled_cells,1124,0.002446572962922187,0.7621074779502612,8.777080504483346,31.400540692624805,74.78439575764249
labeled_b0_n5000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed4.npy,labeled,b0,1.5,4,5000.0,100.0,confident_global_distance,all_cells,1124,0.0011972893369411653,0.3807380091472905,4.511386221594311,16.854840640789252,45.54488637724192
labeled_b0_n5000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed4.npy,labeled,b0,1.5,4,5000.0,100.0,confident_population_distance,labeled_cells,1077,0.002446572962922187,0.7621074779502612,8.775857218001883,31.395647546698964,74.7048821363475
labeled_b0_n5000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed4.npy,labeled,b0,1.5,4,5000.0,100.0,confident_population_distance,all_cells,1077,0.0011972893369411653,0.3807380091472905,4.51078757692584,16.85244606211537,45.49938938243816
labeled_b10_n1000_R1.5_seed0,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n1000_R1.5_seed0.npy,labeled,b10,1.5,0,1000.0,,all_raw_modes,labeled_cells,577,0.0,0.015902724258994215,0.7865732075794831,7.769092443759404,58.86943863383366
labeled_b10_n1000_R1.5_seed0,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n1000_R1.5_seed0.npy,labeled,b10,1.5,0,1000.0,,all_raw_modes,all_cells,577,0.0,0.0077823806901175735,0.41246617657623136,4.187519455951725,35.934843514283656
labeled_b10_n1000_R1.5_seed0,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n1000_R1.5_seed0.npy,labeled,b10,1.5,0,1000.0,100.0,confident_without_distance,labeled_cells,241,0.0,0.015902724258994215,0.7364184618395782,6.832054998960206,49.73393519028221
labeled_b10_n1000_R1.5_seed0,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n1000_R1.5_seed0.npy,labeled,b10,1.5,0,1000.0,100.0,confident_without_distance,all_cells,241,0.0,0.0077823806901175735,0.37834343047340824,3.5840856301333783,28.483513325830316
labeled_b10_n1000_R1.5_seed0,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n1000_R1.5_seed0.npy,labeled,b10,1.5,0,1000.0,100.0,confident_global_distance,labeled_cells,230,0.0,0.015902724258994215,0.7364184618395782,6.832054998960206,49.73148861731929
labeled_b10_n1000_R1.5_seed0,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n1000_R1.5_seed0.npy,labeled,b10,1.5,0,1000.0,100.0,confident_global_distance,all_cells,230,0.0,0.0077823806901175735,0.37834343047340824,3.5840856301333783,28.482316036493376
